,Number of ratings,Full Review
44,5,Best phone ever even best model in apple iphones battery beckup is soo good and phone size is also awesome
45,5,"It’s amazing camera preformance
It has a fine battery backup
It’s display is cute good
Rest all proformance is amazing.."
46,5,"Guys believe me just go for it

An awesome device but only if u get this device for 40k or below because we are having iphone 11 ...I got this for 39999 totally satisfied awesome mobile..."
47,5,"One of the best 🔥 superb phone with great camera,awesome battery backup and ultra smooth performance 👌🏻 value for money"
48,5,Excellent performance. Upgraded from iphone 7 to iphone XR . No issue in ios . Good decision for Iphone XR while choosing Chinese company ( one plus 8 pro) . Fully satisfied 🤙🏻🔥
49,5,Great phone at Great Price point.. Most affordable iPhone.. loved it
50,5,"After using for 6 months, I would just like to say that after using iPhone, u would not like android again. Specially talking of iPhone XR, this is the first iPhone with excellent battery backup, camera, usage and sound."
51,5,"Got the 128 GB Variant at 41,999 in offer and I must say this Device even after 2 Years matches up the processing speed of iPhone 11 & 12 one could not feel any processing speed difference in Day to day use. Processing, Battery, Camera works Phenomenal on this Device. If your budget is tight but want to buy an modern looking iPhone .. Just close your eyes and go for it. You will not regret for sure!!"
52,4,"Looks are great. The UI is really smooth and lag free. Due to absence of useless gimmicky features, its easy to use. Great cameras. Good display. Really a great device. On top of all, Apple assurity!! Updates, stability, virus/malware free."
53,5,"Awesome Working... But internet speed is low. Battery backup only 1 day. Without internet 2 days.

It is working very brilliant. Camera is outstanding like video & Photo shoot camera.❤️"
54,5,Its not cheap iphone it is a affordable iphone with decent camera nad good battery with execellent apple tech.. worth buying in 2021
55,5,Very nice phone nice camera nice display super duper mobile
56,5,"I am new to the apple scene and I gotta say I picked an awesome phone to start with. I know it is 2 years old but I bet neither the camera or the processor is outdated. It can keep up with most other bran new smart phones which was released this year.

I am writing this review after almost 1 month of use.

Display: I don't see any problem in this LCD. It is very accurate and I barely feel the need for an OLED.
Battery: I get backup for a whole day with around 6-7 hrs of screen on time .
Camer..."
57,5,"1.Display 4.5/5
2.Camera 4.5/5
3.Audio quality 5/5
4.Battery 5/5
5.Performance 5/5
I am already using iPhone 12. I brought Xr for my brother,i haven't seen any difference between both Display(only dark content are much sharper in iPhone 12, and also camera quality will be better in 12 that's it, performance seem to be almost close enough to Iphone 12)
Go for Xr Guys it's worth buying."
58,4,Amazing iPhone. Though iphone 11 is the best till now but still this phone can also go for next 3-4 years atleast if you don't need best camera which iphone 11 or 12 has. Got it around 28k in big billion days with exchange offer and bank offer. Worth every penny that too so less as compared to it's actual price. Switched from Iphone 7 which was also nice handy but had battery and heating issues. Except camera which is not that bad everything else is nice!
59,5,It’s my first iPhone and trust me android has nothing like this hardware and software best of best
60,5,"The BEAST OF ALL🔥🔥
I'm writing this review after using it for more than a week. This is my first ever iphone and trust me guys I was confused between this and newer model like SE2 OR 11 OR 12 but this beast is nothing less than the newer ones. I was luck enough to get the charger and earpods with it. It's so smooth, battery life is also good. Camera is beyond expectations!! Go for it it'll never let you down. Getting all the iOS update like the other new models. Just a advice to buy a fast ..."
61,5,"My second iphone after 6S. It's really a beast. After two years from date of launching still it's ahead of most of the android phones. If anyone is confusd between OnePlus and iphone than go for iphone. I have used 6S for four years, did not found any lag even with very heavy usage and after that I sold it at a decent price. Resale value is always great in iPhone.

With great price we get a very decent product."
62,4,"Glad I had bought this phone at 45k before the process went up.
Performance is top notch, the A12 BIONIC chipset is a beast.
Camera is great and HDR kicks in automatically to bring that extra detail in the photos and videos.
Highly recommended."
63,4,"Now used for almost a week. Performance is great with A12 bionic chip. Almost no lag. Battery lasts for a day with normal usage of online streaming, social media, gaming. Camera is good with great colour accuracy but low light performance is not as expected considering the premium pricing. Overall decent using experience. Blue colour looks cool without case, though one should use case to avoid scratches and glass breaks from unwanted falls. Though 3 gb ram but ram management is excellent. Hap..."
64,5,"Coming from a Pixel 3a, was planning to buy SE but they blew up with the Battery.
Now coming to XR
PROS -
Great Single lens Camera
Powerful Speakers
Generous Battery Life(even the phone is bit old)
A12 Bionic chip still kicks some solid competition effortlessly
iOS interface will not make you think of number of rams or screen refresh rate at all so smooth
Great Haptics
Premium Build - Pretty much expected from Apple


CONS -
Keyboard is a little messy sometimes will take some time to get u..."
65,5,"I’ve bought this phone in 2021. The phone has an amazing battery life and camera. The screen has a resolution of 720p only but it doesn’t look bad at all in real life. I would give the phone a 10/10 in all departments. The only real let down is that there’s no Fast charging brick in the box or infact no charging brick at all. I ordered this phone twice, first from supercomnet seller and then from truecomretail. The order from supercomnet never came through. I waited for more than 3 weeks for ..."
66,5,"iPhone XR is a great mobile with liquid smooth performance from A12 Bionic chip. Battery backup is really good in this mobile compared to other iPhones. I am really doubtful about the display after reading many reviews but trust me this display is one of the best LCD displays I have even seen. But to full charge the mobile it takes minimum of 2 and half hours with in box charger and the build is solid and it looks premium. Just go for it guys, You will love it, it’s worth every penny u spent ..."
67,5,"I am writing this review after almost 9 month, reason being, i didnt want to rush it by giving half baked reviews.
This phone is undoubtedly the best phone among all the phones i have ever used, this phone is all about the useful things at their best and no gimmicks or unnecessary things.
Design and look depends on individual, so leaving this on you.
Jumping to pros and cons
Pros :
1.best feature i like about this is the battery drains only when you use it, and thus it lasts longer and spend..."
68,5,Camera is too good.battery backup is also good.i was android user.but now feeling happy using iPhone.ios is too good than android. No bloat ware in iOS. Compact size.easy to use single hand.dont buy one plus 7t and Samsung s10 lite.
69,5,"Going to buy XR ??
If you are a iPhone lover and wanna get iPhone in budget then go for it.
XR has massive performance , good camera , battery backup is sufficient for one day if your use is normal otherwise you need keep a power bank in your down pocket. All over XR is better then any other phone is this range."
70,5,"It’s just amazing phone, camera is up to the mark not a extremely good you will get natural photos. Battery life is good, touch pad is so good you will just love it. Overall response is good those who are thinking to buy a phone on an around 45k, it will be a great choice."
71,4,Loved the iphone very smooth and boost function and yeah most important stylish and royal when u hold it in ur hands ....Thx
72,4,The product is good but seller isn’t good because i had ordered the phone during offer period and after the offer ended seller was telling me to cancel the order from my side and reorder it again I don’t know why which by then price was hiked back to its normal rate. I had to literally wait for one complete month for the product to be delivered that too by contacting customer care like around 7-8 times and requesting them like anything.
73,5,Awesome phone. I switched from android to iPhone and I must say it is a great experience and feels so good to be an iPhone person 😎😊
74,5,"This is my 3rd iPhone. I am really happy that I chose iPhone XR over iPhone 11/12.
Let me tell you, I got to see all the pros in this Phone and I don’t think you’ll see any cons.
The best camera
The best battery
The best performance
The best affordable iPhone model
The best look

Damn🔥
So grab it guys!

Flipkart...I must say...you guys are the best. One of the most genuine online shopping site! I love your quick and proper delivery. Thank you for your quality products."
75,5,very nice phone my first I phone experience good looking and sturdy I like it
76,5,"This phone is truely a beast ! From camera to display & performance ! If you’re doubting about the display then I’ll say it’s fine !! It’s just fine unless you put a VR Headset on it ! The brightness , colour accuracy , touch response everything is top notch ! Don’t go by on paper specs ! This display has 322 ppi pixel density… if you don’t know then Samsung’s latest phone Samsung Galaxy Z Fold 3 has a 366ppi pixel density ! Now decide yourself ! And if you’re thinking about updates then you..."
77,5,"Best iphone at affordable price .
Battery is good but charger is only of 5watt so it takes time to charge.
Everything is good yet."
78,5,"Upgraded to the new iPhone XR from Apple iPhone 6S .I bought the Product red , as usual Iphone is robust , Colour is good , Display is awesome and battery is running more than 30 hrs with normal use...over all too good , got delivery in 3 days with flipkart"
79,4,"Good phone not bad, felt happy on purchasing with Flipkart, but to get this product for me it takes 10 days to get from the Ekart logistics, please be quick with process intimate customer in a proper way of shipping goods..

Camera _ 4
Performance_4
Battery_4
Display_3
Overall - 4/5"
80,5,"I was initially skeptical about buying an XR or SE2. Finally, bought XR for its battery capacity and a larger screen. The screen was not really an issue as I used 5s for 4 years.
After using it for a week, here are my observations:
1. It's a great phone for everyday usage with a decent camera.
2. Battery lasts really long even if you use it for a longer duration including Netflix, prime, youtube.
3. Camera is good too. You can take good pics and selfies with a portrait mode. Also, can use..."
81,5,It's a Good smartphone. Im totally satisfied. Love you Apple. Always reliable and safe but little bit problem for Android user like me. This is my first iOS experience after 12 years of using Android. Go for it you'll never regret.
82,5,Awesome 👍 nice good job flipkart & saler !!! I LOTS OF LOVE YOU 💟💟💟💟💟 💗💗💗💗💗 perfact iphone not a any issue in this model of iphone XR.many many thanks my lovely app is flipkart. Only 39000/- with full kit also black colour is beautiful...I am impressed for saler & Flipkart.JAYHIND JAYBHARAT from:surat (VIPUL KUMAR PAREKH)nice apple brand.I love you Flipkart.Go for it blind.
83,5,"The Mobile is Surely worth the money with superb cool camera and with an Awesome display!!!!
Its just that i came from an Android device and the Battery are huge in that so facing a bit low battery....
Other than that All thumbs up. And even battery is not an issue as it comes for some 7 to 8 hours backup once charged..."
84,5,Nice performance. Face id is really quick and battery is ok. Ear phones are good. Overall a great buy even in 2020. I can say a best budget iphone
85,5,"Close your eyes and go for it. The best one for this price point. Everyone was speculating about the screen let me tell you won’t notice a thing the screen is gorgeous and bright. This thing is a beast in terms of processing power and battery, you can easily end a day with single charge and still get a 40% at the end of the day.
In my opinion this phone will last you for atleast 4 years considering the power it house. Go for it."
86,4,"Product is good. Battery backup meets expectation. it has a single camera but, this sensor gives good performance. phone is handy and good looking. So it is almost worth to the money spent."
87,5,"I have been using iPhones since iPhone 4 and I bought this one for my daughter as a gift. Great OS, awesome camera, good battery and amazing built. I was doubtful about the HD LCD Screen but surprisingly the quality is very good and there is no visible pixelation."
88,5,Yaar I am speechless. It’s a stunning phone and will be a stunning phone for the price tag. It’s a HD pannel but trust me you can’t be able to tell weather it’s HD or Full HD pannel. Baaki toh yaar bas itna hee bol skta sirf use krne ke baad hee samjh me aayega kya cheez hai ye.👌
89,4,"The phone was a gift for my father. Apart from being on the heavier side, I didn't find an issue with the phone. The hardware, fit and finish and display are spectacular in every way. My Dad being a music lover claims that this is the best sound quality he had ever experienced on any other mobile device! Price could have better though. I still feel the product is overpriced even though I purchased for 54k after heavy discounts. But as long as my father is happy, all is forgiven! :)"
90,4,When we are getting many features at lowest price ... I don’t feel it’s worth spending more than 55k .... as usual apple products are best in performance and all other aspects except price .... go for it if you can’t use any other mobile other than iPhone
91,4,"Bought this 3 days back and using it heavily.

Charging : Takes 1.30 Hr for a full charging, though apple did little Kanjoosi here, they should have provided the fast charger but anyways its also fine. No issues at all.
Battery: one day usage It’s good I played Pubg for 4 hours straight , surf social sites for 2 hours, you tube 1 hour and other stuff like book reading, wynk and all.. so at the end I was left with 9% battery. So ya its good.
Camera : similar to XS but slo mo is bit shaky. Rest..."
92,5,"Still value for money in 2021
The only thing is the slow 5w charger ...so u have to spend more to get fast charger .... otherwise overall its good ... I'm satisfied with flipkarts fast delivery i received it on next day"
93,4,"Camera is best part of this phone like any other apple phone. Battery is fine. If camera is not an important factor for you consider buying other android phone at this range as they have better battery, storage and other features. Display and performance is top notch. I just heats sometimes been using it for 3 days. Happy with the purchase just a little overpriced i think."
94,5,I must say its a very good phone! I was confused in picking up the colours and finally bought this coral variant. Its so beautiful i love the blue one too! It has amazing camera but takes 2 hrs to charge drom 0 to 100% overall it is pretty good. Recommend you guys to get it during an offer!
95,4,"Nothing much to write about this product, great phone. Very quick to use. Some key points

1 - Moving photos from android is a pain, Apple wants to ultimately ensure that you're locked into it's ecosystem.

2 - Battery life is ok, with a reasonable amount of use, it can last for a day.

3 - Camera is great in light, but night photography is where this phone lags ( Guess Apple has nailed night photography finally with iPhone 12 ).

4 - I expect the phone to last about 4 years for me. This phon..."
96,5,"You’re a PUBG player you love this phone
Camera is excellent portrait mood good
Portrait only person not object
Good battery life performance is excellent
Display not a oled but this phones led display is good
Value for money 💯"
97,5,"Awesome phone from apple

Best camera quality
Best screen resolution (forget about the pixels)
Great sound output
Face recognition will be an awestruck feature in this phone
Above all apple user interface is at its best in XR

Thank you flipkart & apple for delivering this product"
98,5,"If you're considering iPhone XR in 2021, I think it is still a good choice and definitely a better buy than the SE which looks a decade old.
Let's break down its various aspects-

DISPLAY:
Your screen is something that you constantly look at. I won't say it is the best screen out there in this price range because it's an LCD panel instead of an OLED with a pretty low resolution. But are you going to notice it in daily use? No, unless you're pixel peeping or use to high quality QHD+ OLED pane..."
99,5,"If you are new to IOS ecosystem then this is your choice...
You get latest chipset with sleek design and easy to carry as it is not bulky or heavy...
Excellent performance and smooth experience
Overall value for money..better than iphone SE 2020 in terms of Battery backup and using experience..
Great for daily use and if you are a heavy user or gamer then go for the 128 gb variant..64gb is enough for moderate users ..."
100,5,"This is my 1st I phone, after switching from android phone to iphone I am feeling like ” yeah I made a good choice”. Updated the phone to latest iOS 14.4 now I am really feeling not to switch to android i am not a gamer so my purpose is to call, browse and normal usage, overall i am getting a full day battery, iOS buttery smooth ui interface i would say it is pleasure to watch the animation when you open the phone or app no hanging issue faced till now major concern is moving music files to ..."
101,5,"Value for money! Superb performance & camera clarity
I have used i5,i6,i7 and now I have switched to XR and I shud say best ever purchase among all the ones despite all of them were good ! Red is super cool colour"
102,4,"Good iphone in budget to purchase. Feel is totally different from android. U won't get back to android phones after using iPhone. Camera quality is good with good battery back up. Overall a great buy in flipkart BBS at Rs 37,999."
103,5,"First of all thanks to flipkart for giving a very good product
8 years use of android now I m shifted from Android to iOS
Regarding product
Iphone XR is best and value for money
Compared to android
Use of IOS is awesome but first 2-3 days you will face some difficulty how to download apps
How to use all apps once you aware about iOS you will never think of android
Friends phone is very fast
Battery and Display also very good why i didn't know some people are telling display is not good...."
104,5,"Frankly this is my 1st review, and Generally In every 6months to 1yr I will change my phone..
Almost I used all brands(including Apple phone before to This XR) I never feel the smoothness performance and battery life in any other mobile like this in the iPhone XR..
This is the performance beast..I don’t use camera much so I’m neutral about it.But camera Quality is Super..
I Really Love this phone.. I’m sure I’m not gonna change this mobile for min 2yrs. I’m enjoying allot. Thanks to the Flip..."
105,5,"This is my first apple product and it’s truly worth the price. Sooner than expected delivery by flipkart, the phone was received in brand new condition and I checked the warranty and authenticity on apple’s site and it’s genuine. iOS is so smooth and amazing, Face ID works like a charm and given the updates till 2023 this phone is the best in 2020. This won’t disappoint you at all. I had heard a lot of criticism about the display but it’s just amazing, a normal consumer won’t bother about lcd..."
106,5,After discount at 54000 this mobile is best due to top class built and best ever OS. Very good camera .
107,5,"The iPhone XR is best Phone forever. Because the best battery life, Best Camera, Best Ultra Liquidretina Display. Mostly the phone Like premium look & Quality. I Recommend 8.5 out of 10. Good Products at 2021."
108,5,"After 10 years of android use, decided to try ios. After a lot of research, I bought this beast. First of all, the os experience is very smooth. Very impressed by the performance. I do not take lot of photos and casually took some photos and it is top notch.
Cons:
1. display is just okay.
2. Coming from android, u need to get used to some of the features missing in the ios like call recording (only paid apps in apple store)."
109,5,I jumped from Android to iOS with much excitement n this iPhone XR didn’t disappoint me. Its such a smooth os experience n performance. Great display good battery life awesome touch n feel ok camera. Its a good buy for iphone lovers!
110,5,"I upgraded from Iphone SE, and let me tell you it is by far the best iPhone you’ll ever have. Value for money, Good camera, Amazing battery life which lasts about 8 hours if you use it excessively. If you don’t, you won’t even have to charge for the whole day. Buying this phone was the best decision I’ve ever made."
111,5,Excellent very nice phone. Super natural camera quality. But dual sim slot should be in india i phone bcoz esim not supported by telecom companies.
112,4,Everything is great about the phone except the display. Feels premium.Camera is good but portrait mode works for Human pic only. Display is like 10k android phone.
113,4,I wanted very secure phome in this time when cyber crime is going to upscale. There is no phone in market above 30000 which provide chip level security. ios is more secured than android no doubt. So it was a wise decision from my side to choose iphone xr with decent battery life and every year update i am sure upto 2025. So anybody who think of having a fast phone with security can go with iphone xr
114,5,One the best iPhone out market. Trust me the display is one of the best with most accurate colour reproduction. In terms of speed its like a monster with excellent battery life which can last upto a day and a half for a moderate to heavy use.
115,5,"I first took the feedback from my friends and all said it has good battery quality so why waste money in 11,11 pro or 12 when XR gives you good value for money. 🙂I never bought mobiles online , this is my first purchase and it was excellent 💯👍. Also I suggest to take a video and check the parcel when the delivery man delivers the item in door step.
1.Good camera
2.Long battery life
3.It comes with cable, Adapter and Earpods
4.Touch and accesibility excellent.
5.I loved the size as it com..."
116,5,"Writing this review after good use of 100 days.
Its a classic phone value for MONEY.
Much better that other Chinese gizmos as one + and vivos and other cheap phones.

Believe Apple had its own charm till date.

As the tag line of Apple says

""IF YOU DON'T HAVE AN I PHONE, YOU DONT HAVE AN I PHONE"""
117,5,"I loved it.. Camera is a superlike, Performance is awesome, and most important battery backup is great. I love this more than 11"
118,5,"One of the best decisions I have ever made. When I switched from android to iOS, I thought it’s going to be difficult but it wasn’t. This phone is amazing. It’s fast, have a great battery life, awesome camera (inspite of no night mode, which I don’t need) and flawless performance. Perfect!"
119,5,I buy this phone for my father as he always love to use Apple products (I don't know why but he love to use). So I ordered this one for him. The overall work performance is very good. The picture quality is mind blowing. After using around 7-8 months. He is still happy with this phone.. So this a great phone to go for..
120,4,"I hope no doubt in Apple product.
it's very great and super. If I talking about Feature so everything is perfect most important thy is your data security. So Apple always fallow up to secure your data, if you compare Android device.
If you want security so no doubt apple is best ."
121,4,"Almost used iPhone XR for more than a month now. And overall it’s a great package from apple. Value for money product. Great performance, Great Camera & Display."
122,5,super awesome at first i was a bit tensed that is this a genuine one as i have never shopped for such heavy price from flipkart but i was nore than happy n satisfied but i guess the delivery took a little longer time
123,5,"For someone who had been stuck with Android all his life, this was first IOS change. The phone bought during big billion days costed around 40k which again was a pretty well bargain for 128 gb version. Pretty convenient in use and camera quality is simply amaze. The battery issue in X are like non existent here (I guess also depends on usage). For me who uses it for like max 3-4 hours a day, it lasts almost 1-1.25 days in single charge (maybe I don't use pretty heavy usage apps apart from soc..."
124,5,"My first iphone😍. I loved it. Very nice product. Red colour is awesome. Great battery backup, it can compete with latest iphones in 2021. Display not bad because of LCD. Apple nailed it with LCD display. Worth for money.

Delivered on next day. Thanks to flipkart."
125,5,"iPhone is iPhone….no one can beat it. I love apple products always …been using iPhone 6s from last 5 years.now I purchased this one for my brother.

Surprised one thing that package does not have any accessories…except type-c cable.

Looks like apple started looting people money in the name of green environment … if that is the case why apple selling their accessories separately …?? Definitely they should not make or sell accessories…this is the best way protect our environment.

Apple seems ..."
126,5,"I have been using the phone for 1.7 years and i bought this phone on sale for 35.5K rupees which is an absolute steal for that time.. and the phone performance like battery backup , camera, gaming perf is bang on great even now, also i am currently on ios 14.5 and still running smooth AF. Best ios experience.. so far thanks Flipkart for selling such genuine product. The seller from which i got was SuperComNet"
127,5,Awesome phone i love it . I switched from iphone 7 to this and tbh the display the battery backup everything is just amazing .go for it guys
128,5,"Using the phone about one month, excellent experience.
1. Very smooth touch
2. Camera experience excellent
3. Battery back up good
4. Updated to new iOS 14.6
5. Muti Tusking job good"
129,5,"Excellent experience so far....... switched from android and loving the IOS very much. Blazing fast performance, good camera bundled with a snappy processor. A12 Bionic chip does its job as its best. No complains so far regarding performance. Unmatched Face ID performance. Too much accurate even in low lighting conditions. Loved it. Blindly go for it.🤗🤗🤗🤗🤗🤗"
130,5,"Good product with reasonable price. I got this product for Rs. 36,000 after a discount of Rs. 4000. The battery backup is awesome and the camera clarity also good.

Thanks to Flipkart for the right time and right delivery.
Thanks to apple.
It's the ultimate brand in the world."
131,5,"I have used this phone for like 1 week and then giving this review .
I bought it for 43 k (128 GB) model white.
Pros-
1-Flipkart delivered it in the estimated amount of time for me it was 2 days and it was delivered to me the same .
2- Camera Quality is awesome u can click large amount of photos live or not live according to you choice . Also you can record slow-mo , time lapse etc at 240 Fps which makes it worth buying .
3- You can also record 4k video with this phone at 60fps .
4- Touch res..."
132,5,"Even in 2020 if people are smart than they will buy this instead of one plus 8t. Also, buy an apple 12 w usb fast charge adapter for fast charge."
133,5,"My first iPhone, i moved it from android and its very worth in every aspect. Camera is natural and its performance, battery is like beast. Totally i loved alot..... ♥️♥️ XR 🔥"
134,5,"Delighted after having such master piece in hand, owsome phone in all sense. iPhone is truly the best, happy that I replaced my “Chinese” phone."
135,5,Best product. Worth the money. Great performance and display is very good. Best software experience with regular updates and support.
136,5,"I got this beautiful machine bought on Big billion sales, this is excellent comparing to Android, this is first time I’m using ios...the performance is buttery smooth AF🔥,highlight for me is the price ... Thank you Flipkart!!!"
137,5,"Battery management of IPhone XR is pretty good having 6hr screen time. I guess 3GB Ram is sufficient for this phone as I don’t see any lagging. But again it depends how you use the phone.

Camera is quite impressive. And if you have doubt against look wise and then ya that BIG NOTCH will make you irritate.

It supports wireless charging too. It’s heavy comparable to Redmi or one plus , Due to build design."
138,4,Some time there is a network problem. Price is very high as Compared to other phone which is available in market. If ur iPhone lover the u can go for it. It is better then iPhone XS.
139,5,Awesome phone as apple always rocks and Flipkart super fast delivery made my day. phone is superb no lags and battery backup is also superb. I suggest to buy although price is slightly higher but it is ok when u strat using this phone.
140,5,"1) This is my first iPhone. The phone comes installed with iOS 13.7 and an update of iOS 14 ready to be downloaded. I struggled to download the update, as it requires a high speed wifi and won't download on mobile data. As the download size is 3.4 GB, the download sometimes stops for no reason and it happens to many iPhones world wide.
2) Display is satisfactory. I have been using only android phones till now, and the last phone had a Full-HD screen. However, there isn't any noticeable differ..."
141,4,"I am an andriod user & This is my first ios device.Bought Red Color 64GB variant..Color looks rich and premium in hands
I have seen both red and white.. But red looks good and shiny than white.
Loved it.
Pros:
Performance is good
Screen is neither small nor big..its perfect size. I have small hands. I am comfortable using with this
Camera is good, it has many hidden features
No fingerprint but face id is fast even at night
Cons:
camera in indoors and low light is poor..and no night mode
Loadi..."
142,5,"Super phone. I bought Rs.40,999/- 128 gb Red Colour. Good deal buy back also my old i phone 7 32 gb Rs.8950/- finally I bought Rs.33249/-. I am a regular I phone user. I used I phone 5 64 gb, I phone 7 32 gb and now I bought this."
143,5,"After using for few months, I would just like to say that after using iPhone, u would not like android again. Specially talking of iPhone XR, this is the first iPhone with excellent battery backup, camera, usage and sound."
144,5,I really loved this everything is perfect in this device also flipkart gives me a good support and best service.
145,5,"This is my first iPhone. Before it, I was confused between XR and 11. But I purchased XR and I am very happy to see this that XR is copy paste of 11.
I am very happy to get this. I am reviewing this comment after 1 month of using this phone. I bought this on 37K. Very reasonable price."
146,4,"Phone is good for the first time user of iPhone but not for the other iPhone user who thinks its latest version compared to 8plus this will be degraded version of apple , i donno y this one is not even a full hd display? Its lukg lyk below 10k android phones display, no 3d touch is tolerable bcaz i wont use ofter, upgraded were processor which is a sec faster than a previous nd camera even single portrait was fabulous but viewing that image in this display was lukg bit bad if we transfer that..."
147,5,"Awesome performance, ultimate battery backup super looks in diff. Colors. New look iphone... only thind is u need to shed another 4500 bucks for fast charger.."
148,4,The product is amazingly good. I loved it based on my day 1 usage. Camera is definitely the best part of this phone. People who don't want to change thier phone for 2 to 3 years should buy it considering you will get security updates at least till 2023 and the processor is capable enough to work for next 2-3 years easily
149,5,"Amazing phone with a very powerful battery. Its the most practical iPhone. Though it has a LCD display it still feels premium n feels the best. It's the best choice if being upgraded from iPhone 7 or 8 or any lower iPhone models. Nothing to think of it its the best in the range, the camera, the built, the battery are really powerful.. A worthy purchase"
150,3,"Came from One plus family and I didnt like ios at all..
Not for people who want to get work done fast"
151,5,Best camera. Very fast delivery by flipkart.Some usefull apps are not availabe on ios app store. Battery is good. U can watch VR videos on this phone. I am a primary teacher in uttar pradesh and i am unable to download my usefull app for my job purpose like prerna diksha & read along app which are easily available on android platform. For those app i have to purchase a new android phone. You cant download music on this phone. You have to purchase music app subscription for music. You have to ...
152,5,"Can't tell u how good this phone is. however if you don't like iOS it's better to go for the other options like the S10 and OnePlus 7 Pro. but if you need to buy an iPhone in India, there is no better value for money phone than the xr."
153,4,"Switched for the first time to iOS ..it's a different experience altogether as it takes some time to get use to it. Initially it was tough buy after using it for 1month it was Ok. Products hardware and software is good with no lags. Touch is super smooth. Some features are missing if compared to Android which I was using since last 10 years
Overall it's a good experience and I beleive that after using for few more days, it will become more friendly."
154,5,"I was a bit skeptical about purchasing a phone online however had a great experience, I bought iPhone XR as a gift for my sister and she really loved it so thank you Flipkart for arranging everything so well, from the shipping to the delivery. And not to forget the delivery boy, he was a great guy, I haven’t received any link to provide feedback for him who’s from EKart I guess however would like to extend gratitude towards his service too. Overall a great experience so far🙏🏻🙏🏻 Hope the p..."
155,5,Best in class. Battery backup is good just got a week before but the review from my end that it’s going to be great. Camera is fantastic as usual . Performance wise iPhone never lags efficiency. A 4.5 star from me
156,4,"There's no comment on this phone's performance, look, and value for money.

The best thing about purchasing this phone from Flipkart is that they would call you to check if you get the right product or have any issues. This was the first time I got this kind of call from Flipkart. It's really good customer service and it will build great customer base for sure. Thank you, Flipkart."
157,5,"Here is my short and simple review after switching from Motorola G5s plus to iphone XR

Pros
1. Lag free fluent software.
2. Amazing Camera. (better than my Cannon 1500D DSLR.
3. Security from apps stealing personal info.
4. Screen is LCD but looks like Amoled.
5. Midway price between Iphone SE 2020 & Iphone 11.
6. Guaranteed s/w updates for next 3-4 years.
7. Charger and earphones (Earpods) are included.

Cons.
1. Battery drain.
2. Using Face id in corona time is difficult.
3. If you are gam..."
158,5,"Awesome product my first purchase of iphone is iphone cr


I am so happy with the performance of the mobile phone


A issue that i think is network problems and battery backup is very good but not excellent

But this is my first iPhone purchase i am so happy with my mobile"
159,3,After 15 days of usage rear camera is good front camera is ok. U wont notice HD display until u consume some media display is noticeably less sharp in youtube videos battery life is good
160,5,Fantastic beast it is. Looks stunning just upgraded from iPhone 7. In between I used pixel 3 but I am not satisfied so I returned back to I phone family.
161,5,"I am using iPhoneXR since a year now and i would like to mention few good things as below
1. Best battery life
2. Fast response
3. Fairly good storage
4. Big and clear display
5. Nice voice quality
I also would like to thank Flipkart for offering genuine product."
162,5,"Beautiful piece simply perfect in all dimensions and every aspects just go for it. Camera is mind blowing, perfomance is just like butter on hot pan. Apple ios is fabulous. So amazing user experience. Must purchase this device it can easily exceed your expectation level with what will this phone comes packed with."
163,5,Very awesome world best company apple i love iphon xr i am very happy
164,4,First time Iphone user. Awesome phone. Got it for a reasonable price with earpod and adapter. Good battery backup and no lagging.Product delivered was one year old. Manufacturing date was August 2020
165,4,"Pros
* Good and value for money
* Very nice camera
* Ios is love so no issue on processor and software
* Display size perfect
* Battery enough if used wisely
* Sound output is superb
Cons
* Display is good but not good as compared to other iphones.
If compared side by side then only you will find the difference otherwise its good.
* Low light photo not that good

You can go for it best phone in 38k"
166,5,"As expected both phone and delivery are excellent and as per scheduled time. Phone is beautiful crimson red with obvious smooth feather touch and clear display. I got great deal too at 37,999/-.

Only downside is apple is not providing charging adapter and earpods with it(citing environmental reason). I have already ordered it. I will be able to explore further Detailed features only after i receive the charger (i choose apple original)."
167,4,Very good display. In fact best LCD display. Amoled displays cause eye strain but LCD display does not. So people having sensitive eyes should go with LCD displays only. Camera is very good too. Moderate usage gives one full day of battery. Performance is good. May be iPhone 12 performs better than this but for day to day usage this is more than enough. Overall the most value for money iPhone.
168,5,At first I must say it's not that bright red it's beautiful cherry red. And it's 100% real and I did all the reality check. Battery is not that long lasting but it can give you backup of 18 hours if you use it so much. Display and camera is outstanding. Super handy and gorgeous. I am now a satisfied Iphone xr user 😊
169,5,"One of the best ever iPhone.In the start i thought that i should have bought iphone 11 but now after using the phone for 9 months i feel that buying iPhone XR was the best decision i made.Value for money phone👍
I hav been using iphone for around 5 yrs but this is the best phone till date.Keep it up apple and continue with the good work😊"
170,5,"First of all, I have to thank Flipkart logistics for the super fast delivery. The specs of the phone is not what I expected, they are superb. Picture clarity and sound quality is almost out of this world. What I had not expected was the seller’s promise of supplying lightning connector and EarPods with connector would be fulfilled. That is what clinched the deal for me. Now the price has increased by 4000/-. So all in all, I am a very happy Flipkart customer."
